MsgID,MsgBody,roberta_sentiment
'kxm7iec',think try could never get network connection work though verify ont connect think need experiment unifi side see work period time without pppoe login see dhcp eventually pull need ont feel like im close hope,Negative
'kxmml6i',shouldnt matter set smartnid bridge mode vlan tag disable turn much dumb ont like use,Negative
'kxmtl4w',combination quantum deployments utilize agree complete crap replace mine install technician walk back truck asus set ready go install routers gateways always total crap,Negative
'kxq4vid',thing happen except sign years earlier price life long sign auto pay pay month obviously lie get business thank republicans render federal consumer affairs department basically toothless trump administration damn thing anyone currently advertise top internet service month less pay work,Negative
'kxqsg0e',dsl fiber cape coral shockingly outage,Negative
'kxqt0yl',dsl fiber isnt available part lehigh,Negative
'kxr7ywq',normal charge technician visit find problem equipment chat rep tell cost equipment faulty,Negative
'kxsngat',run longer offer plan pay new plan fix bunch bs,Negative
'kxuldtv',think well dont see settings split two apart know settings locate ive get modem pod havent able locate settings yet unfortunately perform initial configuration devices use ghz connection doesnt appear change anything seem ultraloq devices require steady ghz connection,Negative
'kxumr8l',share unfortunately try doesnt work devices seem ultraloq devices require steady network get initially connect lose connection repeatedly throughout day,Negative
'kxun7ie',get smart devices fully conform standards problem wifi problem iot manufacturers regularly fail update devices firmware leave customer figure sad,Negative
'kxuo2n1',theyre broadcast wrong signal device ive never problem routers let split network bobchica allude,Negative
'kxuoj9c',think right workaround make lock work may add another wireless ap wrong cause smart devices lack modern wifi standards,Negative
'kxv4c44',centurylink dsl outage days miss technician appointments newcastle wa finally dump centurylink years xfinity,Negative
'kxvib7k',doesnt make sense tech tell placement doesnt matter pod dont talk wirelessly talk line already house,Negative
'kxvkdlt',downgrade hell actually get speed,Negative
'kxw00r6',never use centurylinks dns,Negative
'kxwjc1c',denver transition quantum january couple hiccup initially nothing online customer service could handle able get around mbps wifi pod,Negative
'kxwmjw6',pod go transparent bridge mode wifi portland latency speed stability always problematic,Negative
'kxy0037',know im really tag give hard time,Negative
'kxy08yf',ask actually worry find something else bug tomorrow,Negative
'kxym7k1',customer service suck use customeradvocacy total game changer,Negative
'kxyry66',lose centurylink broadband newcastle wa feb days internet miss appointments centurylink technicians cancel years im use xfinity know others neighborhood connectivity issue well dont seem care anymore,Negative
'kxysl9d',matter centurylink fiber available centurylink service worst industry house xfinity separate account never time minutes,Negative
'kxyvcgo',sound horrible sorry deal,Negative
'ky0f7ir',sorry experience exact thing go pod worthless shit unfortunately want get wifi go better best avenue find invest third party router set router go netgear nighthawk costco wifi work normally solid speed approx centurylink deceptive manipulative hardware tell one thing front even hardware get decent wifi speed unfortunately fall consumer go spend money even though century link say front would provide service wifi,Negative
'ky0ibqv',still suck seemingly get stable guess,Negative
'ky1nge1',never get notice account cancel centurylink monday nothing nada unapologetic bad sad best part one else neighborhood centurylink hear anything either still centurylink service clearly way get gigabit life contract,Negative
'ky26tz2',mind share say fix issue weekly since get quantum sound like kind setup network termination device start click blink red link light mean phone line fault accord manual super annoy,Negative
'ky2nwl8',issue portland take full weeks power company knock mine even call raise hell nothing good,Negative
'ky2u84u',wasnt answer try word,Negative
'ky2wikw',router plug right youre cause interference alone two separate routers,Negative
'ky2yuqp',either go pod router say issue likely cause two wifis especially close together cause interference,Negative
'ky3mknc',much share experience sorry deal weeks crazy long,Negative
'ky3nd0b',wow wire us solid wifi im issue thats weird,Negative
'ky477vh',techs randos clueless spout years old advice isnt relevant none try diagnose fix answer look normal equal hide behind refuge ignorance suggest call help line get current tech check problem otherwise get quality mesh router system wont drop much speed crappy pod,Negative
'ky5fywa',instant build different price single family home stupid ask,Negative
'ky6b44u',another clueless consumer wifi speed guarantee never isp world valid speedtest hardwired router thats hardwired,Negative
'ky6qbn8',convince op troll responses make obvious lol later compare wireless keyboard tech say faster amaze internet company cant even deliver half wifi bandwidth clearly know wireless peripherals low bandwidth people love ask help intentionally waste people time yeah totally agree wire speed test way see deliver,Negative
'ky7ryai',entirely hide behind wifi speed guarantee ignorance upgrade deco mesh router pod whole pod seem carry research look foolish,Negative
'ky7vtgo',speak tech confirm pod capable get max even though never say documentation say even recommend better mesh router system achieve closer im get house much like commenter say use ive get double speed pod give look youre moron cant even give good advice also dont run ip anyone would never call customer clueless b never randomly post reddit youre loser pretend someone get life kid,Negative
'ky7x5ni',downsides impose data cap unless rent modem someone want setup fuck data cap unless pay premium data either flat fee rent equipment either way pay money switch centurylink gigabit fiber per month fortunately house dont data cap yet shit almost bad insurance industry wish cities would public utilities instead gigantic private company masquerade choice illusion assholes might better eat cost fiber since policies xfinity might much worse,Negative
'ky8d3if',stop today run fiber thru xfinities conduit remove xfinity cable time ugh oh well least internet work,Negative
'ky9u9xa',technician wire test youre get slow speed directly connect theres issue box,Negative
'ky9xvbb',nasty speed throttle fiber every night pay fiber fine day woof mbps something seem real screwy yalls end,Negative
'kya44j9',spring consistently awful night terrible lag spike damn time think modem give us back legitimately good router still happen wire tonight hour speed test come back mbps tell something seriously mess,Negative
'kya7rrt',notice briargate hopeful something do awful,Negative
'kyb6kuo',money bad gateway customer yesterday almost exact issue instant internet good light level errors show degrade performance wifi band swap gateway first choice truck speed jump townhouse wifi hardwired,Negative
'kybnbjf',youtube video look like youre run test wifi see wifi icon lower right dont believe isp support guarantee wifi performance,Negative
'kybnbjf',youtube video look like youre run test wifi see wifi icon lower right dont believe isp support guarantee wifi performance knowledgeable people try attract look problem easily recognize know already invalidate test try conduct likely already lose audience,Negative
'kybv6ur',dont xfinity spectrum offer high split symmetrical around year would suggest stop pose behalf lumen look like complete moron,Negative
'kyc5o4m',double check issue arise,Negative
'kydo9rw',orlando area issue theres another guy post weeks ago also exact problem suck support doesnt see anything wrong cant even blame modem side ont test show full throughput speed tiers look firmware issue specific deployments nothing else make sense rx signal mine dont think split topology,Negative
'kye0obi',gateway get slow around dinner due stream usage,Negative
'kye8ai0',worst oversold cause massive issue peak hours upgrade area would get less full horrible packet get issue resolve service solid get solve hard oversold issue night hard basically get tech see issue log info one finally send engineer look,Negative
'kye8q6h',im pretty sure many people gpon split drive past neighborhood aerial drop port msts theres connections pfp box service address add last year guy issue north orlando side share throughput issue hardware drop worse since hes pay olt problem pump throughput manipulate show video seem conflict,Negative
'kye9rje',tech set one pod wonder something wrong move couple different place issue unplug use main pod issue upstairs yet try stream bedroom yet steam work upstairs live room tv phone work kitchen,Negative
'kyeidf2',hard crap something release,Negative
'kyelsns',course doesnt work youre connect router thats private ip address network address translation rout work connect directly use ethernet cable manually set ip address computer since transparent bridge mode turn dhcp allocation virtually router function,Negative
'kyf2dn4',something printers interface ive always disable wps routers never use,Negative
'kyhc2k8',bridge mode also bottleneck ul side throughput somehow end worse since cant really run side speed test click statistics button reset connection force reboot doesnt matter im use axon design pod via passthrough modem mode alternative router sample company send test purpose years vlan tag problem end default easiest way fix ul throughput issue gui im also doubt work fine certain deployments specific areas theres hardware conflict somewhere firmware bug give situation,Negative
'kyhzh3n',find solution frustrate bug see across windows android ios devices family neighbor new development cause lot anger past couple days want kill messenger someone work tech could unreliable solution put prod customer service assistance,Negative
'kyi55cw',really awful day age service like cant depend mission critical situations,Negative
'kyiz653',get wifi wire sure pod work really feet apart randomly lose connection time horrible wifi say someone come check wire pole reinstall connection work little better damn ouch sure cat cord throughout rest setup maybe modem bad antenna,Negative
'kyk5o05',know doesnt help ask refund days service especially week seem push,Negative
'kyk7m7c',really worst blame company like verizon say internet everywhere thats lie portable wont allow us like way get landline starlink would good like everyone say dont need internet everything online,Negative
'kyk7q40',servers wildly inconsistent download speed especially big update free play weekend like,Negative
'kyk8gtu',experience thing around every day denver except even like https get tech come wednesday modem communicate crap support rep report back help,Negative
'kyke9lv',cross man currently get k bps via wire connection fuck joke,Negative
'kykmmqo',extender full base cant speak rollout though,Negative
'kymhchz',youve lg tv quatum fail completely wifi extremely intermittent neighbor cancel still await refund month xifinity match price also thru mobile phone line month,Negative
'kyolurs',way better say mine instal last week suck get remove go back centurylink,Negative
'kyqkjj6',problem build seattle get less ridiculous,Negative
'kyr3i5v',may shouldnt anything fiber case get dirty,Negative
'kyrdycg',centurylink dsl since last week service appointment set work home really unacceptable please push,Negative
'kytj119',wont get free order mine almost years change,Negative
'kyttpm3',pod two upstairs one downstairs think older non plume pod think read somewhere cl start issue newer ones initially get test wire reliability wasnt impressive give gigabit connection,Negative
'kyu33gt',send chat havent receive response,Negative
'kyueagl',quantum log account portal add phone number worst happen work,Negative
'kyufg9y',may misinform sales person didnt correct info regardless pretty much ipoe instead pppoe different bill system really actually currently price life,Negative
'kyvtbrx',really need port forward put transparent bridge mode buy router probably need support vlan tag pppoe authentication check configuration settings enable often encounter problems get port forward work gateways really dont want run kind server network even minecraft server see incompatible residential nature account,Negative
'kyxwedf',get quantum fiber smartnid modem probably stupid question way apply settings modem get doesnt seem like qf tech support help assume get work get router put behind modem disable router function please confirm know im late appreciate also quantum fiber area use ipoe matter,Negative
'kyy0g0s',get quantum fiber weeks ago ever since switch ever restart connect go network setup remember wifi pw select wifi name work really annoy every time go use anyone find fix,Negative
'kz2p5i2',agree deeply embarrass point native dual stack,Negative
'kz3e0yo',solve issue qf thing lose connection happen way often buy amplifi alien hopefully remedy cant ditch entire use amplifi alien plan get rid together use alien,Negative
'kz46v3m',isnt workaround utter lack support lumen wont upgrade infrastructure theyre still use even though video service long dead voip would probably easier use vlans segregate voice data traffic,Negative
'kz49ji0',yes everything suck,Negative
'kz5tjjj',garbage company wouldnt even quite upset smaller modem could swap instead honk aio abomination give amazon another asus pro use,Negative
'kz69q4x',actually explain vlan voice ctls backend voice switch still do dont natively support packet switch service theyre tdm switch actually aggregate voice router local co ferry individual vcrs voice vlan group network suck cost put new equipment support voice lot expensive use solution work,Negative
'kz91wz1',guess active service port isnt correct system default lower port ive always port,Negative
'kz9po6s',dude feel original rate start really piss even give correct modem pay work properly use love century link start really piss quality service multiple outages past couple months gon na increase rate crazy way say fuck customers,Negative
'kzajoao',wont affect look hell secure wifi basically term theyre use lease units provide feature website block access schedule service block nothing actual password like theyre gon na turn wifi password anything like give bad name,Negative
'kzc8dtt',flash router new firmware implement tunnel garbage peak hours tunnel would stop respond cause sort hell router try resolve address responses tunnel dead,Negative
'kzd83er',modem go bad wire go demarc modem unlikely apartment generally something outside cause issue anything demarc centurylink doesnt charge fix since wire,Negative
'kzet8p6',sorry delay actually start work hours morning go check box situation call customer service say end see device receive power look like theres fiber connection exactly mean fiber isnt connect change start work hours stop work,Negative
'kzi8r6q',make determination even someone else centurylink take responsibility decision would base technicians note service call experience service technicians dont go way get customer assess service charge generally problem cause customer something exceptionally stupid,Negative
'kzmpsdh',issue colorado spring switch extremely disappoint may need cancel go another provider,Negative
'kzqusl0',clone specific authorize units impossible,Negative
'kzr13jm',saw word question immediately refer switch plan support wifi pod pretty sloppy word ask yeah bill zero dollars associate line item,Negative
'kzrh8tv',centurylink tell us arent customer anymore need sign quantum fiber wth disruption service,Negative
'kzri3hy',try interpret second part post im piss right cant think straight thank input,Negative
'kzrxk88',worst case could need additional visit point,Negative
'kzsf699',minneapolis terrible weeks game option due extreme latency someone else twin cities recently post issue unfortunate consider flawless months switch usi,Negative
'kztym4g',club suburb close mpls around every night ping skyrocket call tier guy nothing fix yet,Negative
'kzu4ks3',bitch enough give higher speed price pay month,Negative
'kzu9w72',thread dead currently go try cancel centurylink account five number later get need literally everything point go call bank see support ridiculous,Negative
'kzuvaf7',year bitch complain first level bill department busy,Negative
'kzv7599',latency suck applications dont work even,Negative
'kzv7uzi',frustrate hell get sign end say email invalid try login even though recovery attempt email notice send email issue interface incorrectly validate email address end sign another email address different provider let deal swap everything could say keep record everything case try charge late fee,Negative
'kzvl7ck',suggest use centurylink app test troubleshoot service get pay trouble detect belive app help create trouble ticket,Negative
'kzvsq2e',consistent regard latency still competitor connection available get server locate gcp region quantum fiber get remote desktop work unusable days fine today terrible sit internet like another server gcp region reasonable latency usual one definitely local problem side sure,Negative
'k'kzw4iwt',orlando may ask gpon deployment theres potentially another issue impact far seem hardware conflict bug packet acceleration upload run slower cpu,Negative
'kzw4yy1',hop find experience service find many review seattle area google mostly find negative review could anywhere footprint,Negative
'kzzlclq',ont support gig ethernet,Negative
'kzznj0i',yet havent open areas yet original exterior onts say box come policy install interior smart nids though remove exterior onts something tell techs unless charge customer leave hole house want record responsible fill hole plus interior smart nids dont support battery backup exterior ones backup life dont like instal battery backups customers request dont smart nid instal,Negative
'kzzycqx',way know wrong idk try get try fix issue bother,Negative
'l003sv9',man generally accept packet loss increase latency indicative serious issue wouldnt fall guarantee basic functionality problem fact dozens people region report similar issue last weeks multiple thread sub elsewhere discuss problem clearly indicative co issue cpe issue commend op take time energy persist escalation hes lot people favor sentiment helplessness surprise isp would ascribe level accountability sad tbh,Negative
'l00sd6u',quantum fibers problem issue affect qf customers occur traffic isnt case one service experience latency issue latency issue speedtest multiple local servers http cloudflare google microsoft game servers company local dc sure every site use also affect youtube ingest also extremely slow period hardly better comcast,Negative
'l013cj3',also complain last week tech come house sure network setup add latency packet loss even laptop connect directly modem see horrible packet loss unacceptable latency download upload speed also cut half worry tech say tough luck issue happen seem happen hours till,Negative
'l0164ef',worst experience ever quantum even drill hole correctly get fiber doubt,Negative
'l01v1ye',dont tech come cost way money,Negative
'l02odrm',create new subnet doesnt seem anything router isnt even option use different subnet guest configuration tab reference try internet ip assign test device dhcp pool primary network connectivity allow think control panel take capable zyxel zywall device never remove part dont work,Negative
'l02p08v',adapters always bad suggest one someone borderline malicious,Negative
'l02xgxt',super weird start like go midnight,Negative
'l035e7g',dumb question msp similar issue locate denver,Negative
'l05jzne',lumen make transition messy cut service change pppoe ipoe without notification send email year ago date detail nothing since act like internet service important subscribers folks work home crucial ever actually cl use router function love cl fiber service fully expect quantum fuck,Negative
'l05rw1z',reset whole system things end fix anything escalate issue,Negative
'l06dmje',ping game quit even worth play,Negative
'l06kpo1',share situation update weve experience issue awhile since install know might problem line status never get better good go call get fix get hard work remote constantly disconnect middle day,Negative
'l06onsg',track packet loss latency saint paul send mail quantum get email back send fresh signal router address loss go see happen admin password doesnt work currently hold find wtf happen,Negative
'l06z5cb',write page slow almost unusable due problem personally would better know something go service work instance cut fiber someone else report thread report shouldve come officially clients know aware problem work fix point explanation failure easy dismiss one time event response could think problems system problems might never fix imply really rely system,Negative
'l075514',gateway combination dont understand centurylink cant use proper name equipment gpon need modem router since ont provide ethernet connection act router network replace router support necessary standards especially vlan tag,Negative
'l07gb5d',use bright may rebranded century link secretively get negative review abandon still work century link bright speed thing also still make internet slow bright speed say bad life dumbass shit give internet provider brain damage know century link see dumb ass delete comment shit recommend use spectrum,Negative
'l07jgjq',stupid data cap reason start look switch todays world enough download game netflix youtube run time shouldnt reach data cap normal activities say im actually contemplate switch back good think contract centurylink,Negative
'l093kqh',ask centurylink say business hours help bizarre cut service open restore guess want give one final bad customer service experience way,Negative
'l0982o3',even worse dont even need send tech dont actually need switch smartnid area upgrade send email say time date cl account end quantum account start also instructions disable pppoe wait push update,Negative
'l09ub1b',kinda amaze many people still dont know quantum job uswest would mean totally fail become qwest mean centurylink become lumen quantum fiber product still clean mess necessary see one work,Negative
'l0cz57y',take thing long really notice wasnt get speed get im one network mbps fast enough nearly everything time feel slow im download massive game even like hours could get plan pay bill receive current expect speed,Negative
'l0e7yxq',cable go get dsl modem centurylink go aftermarket usually cause problems solve unless tech savvy centurylink east valley years use dsl modem get network equipment plug use unifi stuff wasnt cheap,Negative
'l0fxfma',reboot number time weeks latency increase around days time latency increase nominally denver google servers increase days cumulative constantly increase uptime problem need run smokeping graph wish lumen fix something,Negative
'l0gmnbt',think get quote bad sure lifetime like current deal,Negative
'l0h5srm',im back problem denver area well nothing fix either suggest cable definitely go far connect straight equipment pc still issue use every type cat cable think issue buy card pc think maybe hardware also problem,Negative
'l0hekpd',theyre go cancel service,Negative
'l0hlznf',faulty router buy new router bc modem shitty,Negative
'l0hqyu5',talk wrong port always show disconnect unless something plug,Negative
'l0i99aw',ive quantum fiber month service days month send technician time still dont get reliable internet service cut randomly,Negative
